URL,Book,Text,hdr1,hdr2,tildeinfo,note,lines,metadata,data,region,stoich,sinistr,subregion,date,other_info_0,other_info_1,other_info_2,clean_text_conservative,clean_text_interpretive
/text/167947?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,70(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 70(2),NA,NA,17,"a.1



5




a,frg. 6.1


b.1

c.1

","ἀγ̣α̣θῇ            τύχῃ.
[ὑπὲρ τῆς τοῦ θειοτά]του κ̣[αὶ με]γίστου καὶ ἀνεικήτου Αὐτοκράτορος Μ(άρκου) ∙ Αὐρ(ηλίου) ∙ Σευήρ[ου 〚Ἀλεξάνδρου〛]
[εὐσεβοῦς εὐτυχο]ῦ̣ς Σεβ(αστοῦ) κ̣[αὶ] 〚[Ἰουλίας Μαμαίας Σεβ(αστῆς)]〛 τύχης τε καὶ νείκης καὶ αἰωνίου̣ [διαμονῆς καὶ]
[τοῦ σύμπαντος οἴκο]υ̣ κ̣α̣[ὶ ἱερᾶ]ς συνκλήτου καὶ δήμου τοῦ Ῥωμαίων καὶ τῶν ἱερῶν στρ[ατευμάτων καὶ τοῦ]
[λαμπροτάτου {²⁷κρατίστου}²⁷ ἡγεμόνος Λ(ουκίου) Μαντε]ννίου Σαβείνου πρεσβ(ευτοῦ) ∙ Σεβ(αστοῦ) ∙ ἀντιστρατήγου καὶ βουλῆς κα[ὶ δήμου Ὀδησσιτῶν]
[— — — — — — — — — — ἀρχιερεὺς] τ̣ῆς πόλεως Μ(ᾶρκος) ∙ Αὐρ(ήλιος) ∙ Σίμων Σίμωνος βουλε̣[υτὴς] κ̣αὶ ∙ Μ(ᾶρκος) ∙ Αὐρ(ήλιος) ∙ Ιο[— — — — — —]
[— — — — — — — — — — — — — — — — —]ν̣ διά τε κυνηγεσίων καὶ μονομαχιῶν τ̣[ῇ πρὸ —ʹ] καλ(ανδῶν) ∙ Μαί̣[ων {²⁷Μαρ̣[τίων]}²⁷ Ἀλβίνῳ καὶ Μαξί]-
μῳ ὑπάτοις.

[— — — —]Ο[— — —]
[— — —]ΕΙΜ[— — —]

{²inter duo anaglypha:}² Πάρδος

{²inter duo anaglypha:}² Τεῦκρος, Λυαῖος.
{²ad sinistram a capite retiarii colore caeruleo:}² [— — —]ΣΟΥΣΠΑΤ[— — —]
{²super capite retiarii colore rubro:}² [— — —]ΟΥ",Odessus (Varna),NA,NA,227 AD,227 AD,cf. IGBulg V 5031,NA,NA,ἀγαθῇ τύχῃ του κγίστου καὶ ἀνεικήτου Αὐτοκράτορος Μ Αὐρ Σευήρ ῦς Σεβ κ τύχης τε καὶ νείκης καὶ αἰωνίου υ κας συνκλήτου καὶ δήμου τοῦ Ῥωμαίων καὶ τῶν ἱερῶν στρ ννίου Σαβείνου πρεσβ Σεβ ἀντιστρατήγου καὶ βουλῆς κα τῆς πόλεως Μ Αὐρ Σίμων Σίμωνος βουλε καὶ Μ Αὐρ Ιο ν διά τε κυνηγεσίων καὶ μονομαχιῶν τ καλ Μαίμῳ ὑπάτοις Ο ΕΙΜ Πάρδος Τεῦκρος Λυαῖος ΣΟΥΣΠΑΤ ΟΥ,ἀγαθῇ τύχῃ ὑπὲρ τῆς τοῦ θειοτάτου καὶ μεγίστου καὶ ἀνεικήτου Αὐτοκράτορος Μάρκου Αὐρηλίου Σευήρου Ἀλεξάνδρου εὐσεβοῦς εὐτυχοῦς Σεβαστοῦ καὶ Ἰουλίας Μαμαίας Σεβαστῆς τύχης τε καὶ νείκης καὶ αἰωνίου διαμονῆς καὶ τοῦ σύμπαντος οἴκου καὶ ἱερᾶς συνκλήτου καὶ δήμου τοῦ Ῥωμαίων καὶ τῶν ἱερῶν στρατευμάτων καὶ κρατίστου ἡγεμόνος Λουκίου Μαντεννίου Σαβείνου πρεσβευτοῦ Σεβαστοῦ ἀντιστρατήγου καὶ βουλῆς καὶ δήμου Ὀδησσιτῶν ἀρχιερεὺς τῆς πόλεως Μᾶρκος Αὐρήλιος Σίμων Σίμωνος βουλευτὴς καὶ Μᾶρκος Αὐρήλιος Ιο ν διά τε κυνηγεσίων καὶ μονομαχιῶν τῇ πρὸ ʹ καλανδῶν Μαρτίων Ἀλβίνῳ καὶ Μαξίμῳ ὑπάτοις Ο ΕΙΜ Πάρδος Τεῦκρος Λυαῖος ΣΟΥΣΠΑΤ ΟΥ
/text/167948?location=941&patt=&bookid=185&offset=107&count=6&bookid=185&location=941,IGBulg I²,71,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 71,NA,NA,8,"
1



5

","[— — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — —]
[— — — — — — — — — — — — — — — — —]ς ∙ βʹ ∙ [— — — — — — — — — — — —]
[— — — — — — — — — — — — — — —]Ι̣Ι̣ ἀρχιε[ρε— — — — — — — — — — — — —]
[— — — — — — — — — — — — — — —]․του ἐπιτ[ελέσουσι — — — — — — — — —]
[— — — — — — — — — — — — — μο]νομαχία[ς — — — — — — — — — — — — — —]
[— — — — — — — — — — — — τῇ πρ]ὸ ∙ δʹ ∙ εἰδ(ῶν) ∙ κ[αὶ τῇ — — — — — — — —]
[— — — — — — — — — — τῷ δεῖνι] τὸ ∙ βʹ ∙ καὶ Α[— — — — — — — — — — — — —]
[ὑπάτο]ις. vacat",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, ς βʹ ΙΙ ἀρχιε του ἐπιτ νομαχία ὸ δʹ εἰδ κ τὸ βʹ καὶ Α ις, ς βʹ ΙΙ ἀρχιερε του ἐπιτελέσουσι μονομαχίας τῇ πρὸ δʹ εἰδῶν καὶ τῇ τῷ δεῖνι τὸ βʹ καὶ Α ὑπάτοις
/text/167949?location=941&patt=&bookid=185&offset=107&count=6&bookid=185&location=941,IGBulg I²,72,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 72,NA,NA,3,"below relief.1

","[— — —] Ἀπρε[ιλίων — — —]
[— — —] ἑβδόμ̣[ῃ — — — —]
[— — — — — — — — — — —]",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, Ἀπρε ἑβδόμ, Ἀπρειλίων ἑβδόμῃ
/text/167950?location=941&patt=&bookid=185&offset=107&count=6&bookid=185&location=941,IGBulg I²,73,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 73,NA,NA,5,"
1


","[— — — — — — — — — — — — — — — —]
[— — — κυνηγέσια (vel sim.) κ]αὶ μονο-
[μαχίαι — — — — — — — — — — —]βρίων
[— — — — — — — — — — — — — — —]ν μηνὸς
[— — — (mensis Graeca) — — — —] vacat",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, αὶ μονοβρίων ν μηνὸς, κυνηγέσια καὶ μονομαχίαι βρίων ν μηνὸς mensis Graeca
/text/167951?location=941&patt=&bookid=185&offset=107&count=6&bookid=185&location=941,IGBulg I²,74,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 74,NA,NA,3,"back face.1

front face.1","Ἐκατόδωρος   Ζωπύρου
ἐποίησεν.
{²verba tria (spatio discreta) erasa sunt}²",Odessus (Varna),NA,NA,4th c. BC?,4th c. BC?,NA,NA,NA,Ἐκατόδωρος Ζωπύρου ἐποίησεν,Ἐκατόδωρος Ζωπύρου ἐποίησεν
/text/167952?location=941&patt=&bookid=185&offset=107&count=6&bookid=185&location=941,IGBulg I²,75,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 75,NA,NA,1,in base.1,Ἐρατώ.,Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἐρατώ,Ἐρατώ
/text/167953?location=941&patt=&bookid=185&offset=107&count=6&bookid=185&location=941,IGBulg I²,76,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 76,NA,NA,5,"1



5","τὸν σωτῆρα Ἀσκλη-
πιὸν ❦ καὶ τὴν Ὑγιεί-
αν / ∙ εἵλεω ∙ τοῖς κ∙υ∙ρί-
οις Φοῖβος ἀνέστη-
σεν ∙",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,τὸν σωτῆρα Ἀσκληπιὸν καὶ τὴν Ὑγιείαν εἵλεω τοῖς κυρίοις Φοῖβος ἀνέστησεν,τὸν σωτῆρα Ἀσκληπιὸν καὶ τὴν Ὑγιείαν εἵλεω τοῖς κυρίοις Φοῖβος ἀνέστησεν
/text/167954?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,76(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 76(2),NA,NA,3,"1

","#⁵⁶ ἀγαθῆ[ι τύχηι].
Περγαμίδην ἀνέθηκα θε[ὸν ⏑ ⏑ – ⏑ ⏑ – ⏓]
εἵλεον εἰς ἀεὶ πᾶσιν εν[– ⏑ ⏑ –].",Odessus (Varna),NA,NA,cf. IGBulg V 5032,NA,NA,NA,NA, ἀγαθῆ Περγαμίδην ἀνέθηκα θε εἵλεον εἰς ἀεὶ πᾶσιν εν, ἀγαθῆι τύχηι Περγαμίδην ἀνέθηκα θεὸν εἵλεον εἰς ἀεὶ πᾶσιν εν
/text/167955?location=941&patt=&bookid=185&offset=114&count=2&bookid=185&location=941,IGBulg I²,77,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 77,NA,NA,4,"below relief.1


","Ἥρωι Μανιμαζωι θυνεῖται Ἑρμᾶν-
τος οἱ περὶ τὸν ἱερέα Επταικενθον
Ἀσιατικοῦ διὰ ἐπιμελητῶν Θεοδό-
του Ἡράκωνος καὶ Ζῆνι Ποσιδωνίου.",Odessus (Varna),NA,NA,cf. IGBulg V 5033,NA,NA,NA,NA,Ἥρωι Μανιμαζωι θυνεῖται Ἑρμᾶντος οἱ περὶ τὸν ἱερέα Επταικενθον Ἀσιατικοῦ διὰ ἐπιμελητῶν Θεοδότου Ἡράκωνος καὶ Ζῆνι Ποσιδωνίου,Ἥρωι Μανιμαζωι θυνεῖται Ἑρμᾶντος οἱ περὶ τὸν ἱερέα Επταικενθον Ἀσιατικοῦ διὰ ἐπιμελητῶν Θεοδότου Ἡράκωνος καὶ Ζῆνι Ποσιδωνίου
/text/167956?location=941&patt=&bookid=185&offset=114&count=2&bookid=185&location=941,IGBulg I²,78,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 78,NA,NA,4,"above relief.1
below relief.2

","Ἥρωι Μανιμαζωι
Ἑστιαῖος Νεικίου ὑπὲρ
τῶν υἱῶν Νεικίου καὶ Ἀγα-
θήνορος χαριστήριον.",Odessus (Varna),NA,NA,2nd c. AD,2nd c. AD,NA,NA,NA,Ἥρωι Μανιμαζωι Ἑστιαῖος Νεικίου ὑπὲρ τῶν υἱῶν Νεικίου καὶ Ἀγαθήνορος χαριστήριον,Ἥρωι Μανιμαζωι Ἑστιαῖος Νεικίου ὑπὲρ τῶν υἱῶν Νεικίου καὶ Ἀγαθήνορος χαριστήριον
/text/167957?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,78(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 78(2),NA,NA,3,"below relief.1

","Ἑστιαῖος Πόσειος
Ἥρωι Καραβασμῳ
εὐχήν.",Odessus (Varna),NA,NA,2nd/1st c. BC?,2nd/1st c. BC?,NA,NA,NA,Ἑστιαῖος Πόσειος Ἥρωι Καραβασμῳ εὐχήν,Ἑστιαῖος Πόσειος Ἥρωι Καραβασμῳ εὐχήν
/text/167958?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,78(3),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 78(3),NA,NA,14,"above relief.1
below relief.2


5




10


left margin.13
right margin.14","Ἥρωι Καραβασμῳ χαριστήριον
θοινεῖται οἱ περὶ τὸν ἱερέα Νουμήνιον Ζήνιδος
Ἀπελλᾶς Μενάνδρου, Διονύσιος Ἐπικράτους,
Μένιππος Ἕλληνος, Ἀγαθήνωρ Μητροδώ-
ρου, Ἕλλην {Α} Ἁρπαλέος, Αἰαντίδης Ἀρτεμι-
δώρου, Ἀρτεμίδωρος Ἱερωνύμου, Καλλι-
σθένης Ἀρτεμιδώρου, Ἀντίφιλος Ζωπυρί-
ωνος, Ἐλευσείνιος Ἐλευσεινίου, Ζωΐλος Ἑρ-
μαφίλου, Αἰαντίδης Μενάνδρου, Ζωπυρίων Ἀ̣[ν]-
τιπάτρου, Ἕλλ<η>ν Χαιρέου, Ἡρότειμος Ἀρτεμιδώ[ρου],
Ἀρτεμίδωρος Δημητρίου, Ζωπυρίων Ἀρτεμιδώ̣[ρου],
Ἀντίφιλος Ἀγαθήνορος, Αἰσχρίων Ξενάνδρου,
Ἀπολλώνιος Ἀπολλωνίου,
Ἀγαθήνωρ Ἀντιφίλ<ο>υ.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἥρωι Καραβασμῳ χαριστήριον θοινεῖται οἱ περὶ τὸν ἱερέα Νουμήνιον Ζήνιδος Ἀπελλᾶς Μενάνδρου Διονύσιος Ἐπικράτους Μένιππος Ἕλληνος Ἀγαθήνωρ Μητροδώρου Ἕλλην Α Ἁρπαλέος Αἰαντίδης Ἀρτεμιδώρου Ἀρτεμίδωρος Ἱερωνύμου Καλλισθένης Ἀρτεμιδώρου Ἀντίφιλος Ζωπυρίωνος Ἐλευσείνιος Ἐλευσεινίου Ζωΐλος Ἑρμαφίλου Αἰαντίδης Μενάνδρου Ζωπυρίων Ἀτιπάτρου Ἕλλν Χαιρέου Ἡρότειμος Ἀρτεμιδώ Ἀρτεμίδωρος Δημητρίου Ζωπυρίων Ἀρτεμιδώ Ἀντίφιλος Ἀγαθήνορος Αἰσχρίων Ξενάνδρου Ἀπολλώνιος Ἀπολλωνίου Ἀγαθήνωρ Ἀντιφίλυ,Ἥρωι Καραβασμῳ χαριστήριον θοινεῖται οἱ περὶ τὸν ἱερέα Νουμήνιον Ζήνιδος Ἀπελλᾶς Μενάνδρου Διονύσιος Ἐπικράτους Μένιππος Ἕλληνος Ἀγαθήνωρ Μητροδώρου Ἕλλην Α Ἁρπαλέος Αἰαντίδης Ἀρτεμιδώρου Ἀρτεμίδωρος Ἱερωνύμου Καλλισθένης Ἀρτεμιδώρου Ἀντίφιλος Ζωπυρίωνος Ἐλευσείνιος Ἐλευσεινίου Ζωΐλος Ἑρμαφίλου Αἰαντίδης Μενάνδρου Ζωπυρίων Ἀντιπάτρου Ἕλλην Χαιρέου Ἡρότειμος Ἀρτεμιδώρου Ἀρτεμίδωρος Δημητρίου Ζωπυρίων Ἀρτεμιδώρου Ἀντίφιλος Ἀγαθήνορος Αἰσχρίων Ξενάνδρου Ἀπολλώνιος Ἀπολλωνίου Ἀγαθήνωρ Ἀντιφίλου
/text/167959?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,79,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 79,NA,NA,5,"above relief.1
below relief.2


5","[θεῷ Ἀπόλ]λονι {²⁶Ἀπόλλωνι}²⁶ [Καρ]αβα̣[σμῳ]
Προμαθίων Α[— — — — — — —]
Ἀμύντωρ Μεν[— — — — — — —]
[— —]της Ἀρτεμ̣[ιδώρου — —]
[ἀνέθηκ]α̣ν̣.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,λονι αβα Προμαθίων Α Ἀμύντωρ Μεν της Ἀρτεμ αν,θεῷ Ἀπόλλωνι Καραβασμῳ Προμαθίων Α Ἀμύντωρ Μεν της Ἀρτεμιδώρου ἀνέθηκαν
/text/167960?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,79(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 79(2),NA,NA,6,"above relief.1


below relief.4
5
","ἀγαθῆι   τύχ̣[ηι].
Ἥρωι Καραβαζμῳ εὐχαριστήρ̣ιον κοινωνοὶ οἱ περὶ
Μέν̣α̣νδρον Ἀπολλωνίου καὶ Θεόδωρον Θεοδώρου
[καὶ Ἀπολλ]ώνιον Θεμιστᾶ καὶ Φιλόξενον Φιλοξένου
[καὶ — — —]ρα Ξένωνος καὶ Ἀρτεμίδωρον ∙ βʹ ∙
ἀνέθηκαν.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ἀγαθῆι τύχ Ἥρωι Καραβαζμῳ εὐχαριστήριον κοινωνοὶ οἱ περὶ Μένανδρον Ἀπολλωνίου καὶ Θεόδωρον Θεοδώρου ώνιον Θεμιστᾶ καὶ Φιλόξενον Φιλοξένου ρα Ξένωνος καὶ Ἀρτεμίδωρον βʹ ἀνέθηκαν,ἀγαθῆι τύχηι Ἥρωι Καραβαζμῳ εὐχαριστήριον κοινωνοὶ οἱ περὶ Μένανδρον Ἀπολλωνίου καὶ Θεόδωρον Θεοδώρου καὶ Ἀπολλώνιον Θεμιστᾶ καὶ Φιλόξενον Φιλοξένου καὶ ρα Ξένωνος καὶ Ἀρτεμίδωρον βʹ ἀνέθηκαν
/text/167961?location=941&patt=&bookid=185&offset=120&count=3&bookid=185&location=941,IGBulg I²,80,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 80,NA,NA,2,"above relief.1
","Μενεκρά[της — — —]
Ἥρωι vacat",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Μενεκρά Ἥρωι,Μενεκράτης Ἥρωι
/text/167962?location=941&patt=&bookid=185&offset=120&count=3&bookid=185&location=941,IGBulg I²,81,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 81,NA,NA,3,"below relief.1

","πρώτως γενοίμενοι [— — — — —]
εὐχαριστήριον Μητρὶ [καὶ Ἡ]-
ρακλεῖ.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,πρώτως γενοίμενοι εὐχαριστήριον Μητρὶ ρακλεῖ,πρώτως γενοίμενοι εὐχαριστήριον Μητρὶ καὶ Ἡρακλεῖ
/text/167963?location=941&patt=&bookid=185&offset=120&count=3&bookid=185&location=941,IGBulg I²,82,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 82,NA,NA,2,"above relief.1
","[Ἡρακλεῖ — — —]ν̣ῷ [— —]ο̣χ-
[— — — — — — — —]ν ἀνέθηκεν.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,νῷ οχν ἀνέθηκεν,Ἡρακλεῖ νῷ οχν ἀνέθηκεν
/text/167964?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,82(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 82(2),NA,NA,1,above relief.1,Ἀρτέμων Ἀρτέμωνος Διοσκόροις.,Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,NA,NA,NA,Ἀρτέμων Ἀρτέμωνος Διοσκόροις,Ἀρτέμων Ἀρτέμωνος Διοσκόροις
/text/167965?location=941&patt=&bookid=185&offset=124&count=4&bookid=185&location=941,IGBulg I²,83,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 83,NA,NA,3,"below relief.1

","[Διοσκόρ]ους ἐπιφανεῖς
[— — —δ]ωρος Ἕ<λλ>ηνος
[— — — —]έ̣το̣υ. vacat",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ους ἐπιφανεῖς ωρος Ἕηνος έτου,Διοσκόρους ἐπιφανεῖς δωρος Ἕλληνος έτου
/text/167966?location=941&patt=&bookid=185&offset=124&count=4&bookid=185&location=941,IGBulg I²,84,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 84,NA,NA,1,above relief.1,Διοσκόροις <ε>ὐχα[ριστήριον].,Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Διοσκόροις ὐχα,Διοσκόροις εὐχαριστήριον
/text/167967?location=941&patt=&bookid=185&offset=124&count=4&bookid=185&location=941,IGBulg I²,85,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 85,NA,NA,1,below relief.1,[— — — — ἀν]έθηκεν.,Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,έθηκεν, ἀνέθηκεν
/text/167968?location=941&patt=&bookid=185&offset=124&count=4&bookid=185&location=941,IGBulg I²,86,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 86,NA,NA,3,"above relief.1

","[κυρίῳ Ἀσκλη]π̣ι̣ῷ̣ κ̣α̣[ὶ] Ὑ̣[γ]ί̣ᾳ̣
[ὁ δεῖνα Ἑρ]μοκράτους ὑπὲρ
[ἑαυτοῦ καὶ τῶν] ἰδίων χαριστήριον.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,πιῷ κα Ὑίᾳ μοκράτους ὑπὲρ ἰδίων χαριστήριον,κυρίῳ Ἀσκληπιῷ καὶ Ὑγίᾳ ὁ δεῖνα Ἑρμοκράτους ὑπὲρ ἑαυτοῦ καὶ τῶν ἰδίων χαριστήριον
/text/167969?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,86(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 86(2),NA,NA,7,"below relief.1



5

","τῷ τῆς οἰκουμέ-
νης σωτῆρι Ἀσκλη-
πιῷ Μᾶρκος Αὐρή-
λιος Καικίλλιος
Καικιλλίου νεώτε-
ρος ὑπὲρ θεραπεί-
ας εὐχαριστήριον.",Odessus (Varna),NA,NA,cf. IGBulg V 5033(2),NA,NA,NA,NA,τῷ τῆς οἰκουμένης σωτῆρι Ἀσκληπιῷ Μᾶρκος Αὐρήλιος Καικίλλιος Καικιλλίου νεώτερος ὑπὲρ θεραπείας εὐχαριστήριον,τῷ τῆς οἰκουμένης σωτῆρι Ἀσκληπιῷ Μᾶρκος Αὐρήλιος Καικίλλιος Καικιλλίου νεώτερος ὑπὲρ θεραπείας εὐχαριστήριον
/text/167970?location=941&patt=&bookid=185&offset=129&count=2&bookid=185&location=941,IGBulg I²,87,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 87,NA,NA,3,"below relief.1

","Ἀγαθήνωρ Ἀρισ-
τονόμου Νύμφαις
χαριστήριον.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἀγαθήνωρ Ἀριστονόμου Νύμφαις χαριστήριον,Ἀγαθήνωρ Ἀριστονόμου Νύμφαις χαριστήριον
/text/167971?location=941&patt=&bookid=185&offset=129&count=2&bookid=185&location=941,IGBulg I²,88,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 88,NA,NA,4,"above relief.1

below relief.3
","[ἀγαθ]ῇ τύχῃ.
[Νύμφ]αις ἱεραῖς εὐχή.
․․․Ν̣Ο̣Ϲ̣[— — — — — — —]
[— — — — — — — — — —]",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ῇ τύχῃ αις ἱεραῖς εὐχή ΝΟϹ,ἀγαθῇ τύχῃ Νύμφαις ἱεραῖς εὐχή ΝΟϹ
/text/167972?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,88(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 88(2),NA,NA,2,"below relief.1
","Ἀριστομένης Αἰόλου
Φωσφόρωι κατ’ ἐνύπνιον.",Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,cf. IGBulg V 5034,NA,NA,Ἀριστομένης Αἰόλου Φωσφόρωι κατ’ ἐνύπνιον,Ἀριστομένης Αἰόλου Φωσφόρωι κατ’ ἐνύπνιον
/text/167973?location=941&patt=&bookid=185&offset=132&count=2&bookid=185&location=941,IGBulg I²,89,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 89,NA,NA,2,"above relief.1
below relief.2","Ἑκάτῃ ἐπηκόῳ
[Δ]αμά%⁸⁰τριος ∙ βʹ ∙ Αι̣[— —].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἑκάτῃ ἐπηκόῳ αμά τριος βʹ Αι,Ἑκάτῃ ἐπηκόῳ Δαμά τριος βʹ Αι
/text/167974?location=941&patt=&bookid=185&offset=132&count=2&bookid=185&location=941,IGBulg I²,90,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 90,NA,NA,4,"below relief.1


","❦ ἀγαθῇ ❦ [τύχῃ].
ὑπὲρ τῶν κυρίων Αὐτοκρ[ατόρων Καισάρων]
Λ̣ο̣[υκ(ίου) Σεπ(τιμίου) Σευή]ρ̣ο̣υ̣ Περτίν[ακος καὶ Μ(άρκου) Αὐρ(ηλίου) Ἀντωνείνου]
[— — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — — —]",Odessus (Varna),NA,NA,198-211 AD,198-211 AD,"= IGBulg III,1 910",cf. IGBulg V 5035,NA, ἀγαθῇ ὑπὲρ τῶν κυρίων Αὐτοκρ Λορου Περτίν, ἀγαθῇ τύχῃ ὑπὲρ τῶν κυρίων Αὐτοκρατόρων Καισάρων Λουκίου Σεπτιμίου Σευήρου Περτίνακος καὶ Μάρκου Αὐρηλίου Ἀντωνείνου
/text/167975?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,90(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 90(2),NA,NA,5,"1



5","ἀ̣γαθ[ῆι τύχηι].
[ὑπὲρ — — — — — — —ο]υ Αὐτ[οκράτορος — — — — — — — — — — — —]
[— — — — — — — — Αὐγ]ούστ̣[ης — — — — — — — — — — — — — — — —]
[— — — — — — — — — —]〚—〛[— — — — — — — — — — — — — — — — —]
[— — — — — — — — — — — — — — — — — — — — — — — — — — — — —]",Odessus (Varna),NA,NA,3rd c. AD,3rd c. AD,NA,NA,NA,ἀγαθ υ Αὐτ ούστ,ἀγαθῆι τύχηι ὑπὲρ ου Αὐτοκράτορος Αὐγούστης
/text/167976?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,91,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 91,NA,NA,2,"above reliefs.1
below reliefs.2","κυρίο[ις — — — — — —]
[Τ]ίτος Φλ[άβιος — — —].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,κυρίο ίτος Φλ,κυρίοις Τίτος Φλάβιος
/text/167977?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,91(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 91(2),NA,NA,1,above relief.1,[— — —]ω̣τλ̣[— — —] {²⁷[— —]ω̣τα̣[— —]}²⁷,Odessus (Varna),NA,NA,cf. IGBulg V 5036,NA,NA,NA,NA,ωτλ,ωτλ ωτα
/text/167978?location=941&patt=&bookid=185&offset=137&count=10&bookid=185&location=941,IGBulg I²,92,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 92,NA,NA,4,"1


","Φλαβία Κυ̣[ΐν]-
τα κυρίᾳ ․[․]-
[․]ῃ δῶρον
ἀνέθηκα.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Φλαβία Κυτα κυρίᾳ ῃ δῶρον ἀνέθηκα,Φλαβία Κυΐντα κυρίᾳ ῃ δῶρον ἀνέθηκα
